"";"Res.no";"Agr..no";"Driver.ID";"Days";"Agent.group";"Driver.Country_Disp";"Driver.Age";"Pre.paid.Amount";"First.Licence.Year";"Check.out.Date";"Check.out.Time";"Booking.Date";"Booking.Time";"AD";"B";"BC";"BE";"BF";"BO";"BR";"BS";"CS";"DI";"FDW";"LD";"NV";"PAI";"SC";"SS";"SUB";"TF";"TG";"UPS";"Upgra";"C.O.Mileage";"Check.out.Station";"Group";"Charged.group";"Internet.Insurance.Net.Revenue";"Internet.Non.Insurance.Net.Revenue";"Rental_Cost_Res";"Sales.Channel.2";"Segment";"Past.Rentals.Entry";"Manufacturer";"Color";"Rate.title";"Status";"OnDesk.Insurance.Net.Revenue";"OnDesk.Non.Insurance.Net.Revenue"
"581";"RES-388361";"SM002-83216";151470;15;"Sixt";"Switzerland";"56";"0.00";"2017";"3/9/2022";15;"28/8/2022";20;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;"101495";"2";"CCMR";"CCMR";"143.55";"108.90";"806.24";"Retail-Sixt-Sixt";"Retail";2;"Renault";"White";"Sixt Import Rates";"IN";"89.50";"0.00"
"27682";"RES-359992";"SM812-5957";446705;10;"NULL";"Italy";"34";"213.62";"2019";"26/6/2022";16;"25/6/2022";19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"57949";"812";"MDMR";"MDMR";"0.00";"0.00";"182.58";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"62484";"NULL";"SM002-85720";494297;3;"Walk in";"Germany";"25";"0.00";"2019";"29/9/2022";16;"29/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"65329";"2";"SDMR";"SDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Skoda";"White";"Walk In Rates";"IN";"NULL";"NULL"
"13956";"RES-341125";"SM701-18035";427548;6;"Sixt";"France";"31";"0.00";"2019";"8/6/2022";18;"24/5/2022";10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"38546";"701";"EDMR";"EDMR";"0.00";"21.67";"273.72";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"130.82";"0.00"
"51905";"RES-386845";"SM802-10290";476303;8;"Sixt";"France";"28";"0.00";"2019";"25/8/2022";19;"24/8/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"72529";"802";"EDMR";"EDMR";"76.56";"0.00";"423.00";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"28.25";"28.89"
"42176";"RES-381513";"SM302-40900";470362;4;"Online Broker";"Israel";"57";"520.79";"2019";"23/9/2022";14;"13/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"53965";"302";"FVMR";"FVMR";"0.00";"0.00";"419.99";"Retail Brokers Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"101.59";"0.00"
"2206";"RES-345668";"SM112-3927";16366;12;"Sixt";"United Kingdom";"47";"0.00";"2021";"7/9/2022";12;"26/5/2022";21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"30094";"112";"CDMR";"CDMR";"0.00";"43.55";"980.59";"Retail-Sixt-Sixt";"Retail";1;"Hyundai";"White";"Sixt Import Rates";"IN";"124.84";"0.00"
"19625";"RES-349909";"SM002-75422";435859;11;"Sixt";"France";"60";"0.00";"2019";"8/6/2022";21;"3/6/2022";12;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"87172";"2";"CTAR";"CTAR";"139.92";"0.00";"1391.08";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"45251";"RES-376195";"SM503-7422";464291;10;"Sixt";"France";"32";"0.00";"2021";"1/8/2022";15;"31/7/2022";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"763";"503";"MTAE";"MTAE";"0.00";"0.00";"639.18";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"39.52";"43.12"
"57294";"RES-389533";"SM8MO-150";479342;30;"Corporate";"Greece";"37";"0.00";"2019";"1/9/2022";20;"31/8/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"78273";"508-MO";"CXMR";"CDMR";"0.00";"0.00";"812.11";"Corporate-Call center-Call center";"Corporate";1;"Audi";"Black";"LIDL CDW, TP";"IN";"0.00";"0.00"
"65472";"NULL";"SM312-17947";459574;6;"Walk in";"Denmark";"26";"0.00";"2022";"21/7/2022";11;"21/7/2022";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1849";"312";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"VW";"Grey";"Walk In Rates";"IN";"NULL";"NULL"
"12255";"RES-367938";"SM002-79082";387434;2;"Sixt";"Greece";"25";"0.00";"2019";"16/7/2022";8;"12/7/2022";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"61144";"2";"EDMR";"EDMR";"0.00";"0.00";"60.75";"Retail Brokers Sixt";"Retail";3;"Opel";"Grey";"Sixt Import Rates";"IN";"31.89";"7.26"
"13028";"RES-364584";"NULL";404897;1;"Corporate";"Greece";"46";"0.00";"NULL";"6/7/2022";15;"5/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"3";"EDMR";"EDMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Corporate rates 3 seasons";"CNC";"10.43";"0.00"
"39427";"RES-373815";"SM609-14142";461598;8;"Sixt";"France";"31";"0.00";"2022";"13/8/2022";8;"25/7/2022";20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"1103";"609";"MDAR";"MDAR";"0.00";"29.03";"436.84";"Retail-Sixt-Sixt";"Retail";0;"Hyundai";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"1880";"RES-379338";"SM002-85129";26911;7;"Sixt";"France";"72";"0.00";"2022";"23/9/2022";16;"8/8/2022";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"14962";"2";"MDMR";"MDMR";"0.00";"0.00";"189.46";"Retail-Sixt-Sixt";"Retail";2;"Fiat";"White";"Sixt Import Rates";"IN";"68.88";"0.00"
"13633";"RES-341509";"SM002-75228";427837;4;"Sixt";"Italy";"28";"0.00";"2017";"6/6/2022";13;"24/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"88457";"2";"EDAR";"EDMR";"0.00";"0.00";"215.98";"Retail-Sixt-Sixt";"Retail";0;"VW";"White";"Sixt Import Rates";"IN";"89.26";"92.70"
"20134";"RES-350986";"SM503-6421";436987;10;"Sixt";"United States of America";"50";"0.00";"2019";"10/7/2022";14;"6/6/2022";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"25153";"503";"SVMR";"SVMR";"0.00";"0.00";"2225.71";"Retail-Sixt-Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"317.99";"44.52"
"61776";"RES-391091";"NULL";480771;3;"Sixt";"Cyprus";"NULL";"0.00";"NULL";"15/9/2022";23;"2/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"NULL";"2";"PFAR";"PFAR";"8.46";"0.00";"444.99";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"63097";"NULL";"SM812-6928";481748;2;"Walk in";"Israel";"25";"0.00";"2019";"4/9/2022";15;"4/9/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"42525";"812";"MDAR";"MDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Citroen";"White";"Walk In Rates";"IN";"NULL";"NULL"
"11582";"RES-351044";"SM503-5010";336579;9;"Sixt";"Netherlands";"65";"0.00";"2019";"6/6/2022";10;"6/6/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"36583";"503";"EDMR";"EDMR";"0.00";"0.00";"293.22";"Retail-Sixt-Sixt";"Retail";1;"Skoda";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"14541";"RES-330868";"NULL";414240;7;"Sixt";"Germany";"50";"0.00";"NULL";"26/8/2022";14;"14/4/2022";23;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"3";"CFMR";"CFMR";"78.19";"0.00";"718.68";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"63179";"NULL";"SM312-19435";481217;7;"Walk in";"Austria";"39";"0.00";"2019";"3/9/2022";16;"3/9/2022";16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"37957";"312";"MDMR";"MDMR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Walk In Rates";"IN";"NULL";"NULL"
"63597";"NULL";"SM302-39964";484079;3;"Walk in";"United States of America";"40";"0.00";"2022";"8/9/2022";21;"8/9/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"10012";"302";"IFAR";"IFAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Fiat";"Blue";"Walk In Rates";"IN";"NULL";"NULL"
"56665";"RES-399685";"SM312-20297";491289;11;"NULL";"Italy";"45";"329.43";"2021";"26/9/2022";17;"23/9/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"19061";"312";"EDMR";"EDMR";"0.00";"0.00";"265.67";"Retail Brokers Sixt";"Retail";0;"Opel";"Grey";"Sixt Import Rates";"IN";"122.68";"0.00"
"4252";"RES-316009";"NULL";89761;22;"Sixt";"Switzerland";"40";"0.00";"NULL";"9/7/2022";15;"13/2/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"NULL";"2";"CXAR";"CXAR";"0.00";"160.05";"1386.56";"Corporate-Sixt-Sixt";"Corporate";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"57212";"RES-386342";"SM802-10306";475778;7;"Sixt";"Germany";"39";"0.00";"2019";"27/8/2022";9;"23/8/2022";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"44703";"802";"EDMR";"EDMR";"0.00";"0.00";"252.70";"Retail-Sixt-Sixt";"Retail";0;"Opel";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"56033";"RES-398146";"SM503-9782";489573;7;"Sixt";"Germany";"54";"0.00";"2018";"30/9/2022";17;"19/9/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"24755";"503";"MDMR";"MDMR";"0.00";"0.00";"121.09";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"Orange";"Sixt Import Rates";"IN";"0.00";"0.00"
"18669";"RES-383388";"SM701-21829";423010;3;"Sixt";"Germany";"27";"0.00";"2021";"18/9/2022";9;"17/8/2022";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"9785";"701";"EDAR";"EDMR";"0.00";"0.00";"137.39";"Retail-Sixt-Sixt";"Retail";1;"Opel";"Grey";"Sixt Import Rates";"IN";"20.06";"0.00"
"19699";"RES-349344";"SM312-17013";435289;7;"Sixt";"Sweden";"34";"0.00";"2021";"25/6/2022";21;"2/6/2022";10;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;"16480";"312";"CFMR";"CFMR";"0.00";"25.41";"341.91";"Retail Brokers Sixt";"Retail";0;"Renault";"Orange";"Sixt Import Rates";"IN";"0.00";"0.00"
"67416";"NULL";"SM609-12957";179211;1;"Walk in";"Greece";"68";"0.00";"2019";"7/7/2022";8;"7/7/2022";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"40593";"609";"EDMR";"EDMR";"0.00";"0.00";"0.00";"";"NULL";2;"Nissan";"White";"Corporate 3";"IN";"NULL";"NULL"
"37380";"RES-366590";"SM802-9622";453523;5;"Online Broker";"Israel";"39";"238.43";"2019";"12/7/2022";12;"9/7/2022";14;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"36412";"802";"EDMR";"EDMR";"24.20";"0.00";"194.51";"Retail Brokers Sixt";"Retail";0;"Nissan";"White";"Sixt Import Rates";"IN";"17.66";"0.00"
"2946";"RES-363929";"SM002-78085";95118;4;"Sixt";"Greece";"47";"0.00";"2019";"5/7/2022";13;"4/7/2022";17;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;"28254";"2";"CXAR";"CXAR";"40.84";"0.00";"436.14";"Retail-Sixt-Sixt";"Retail";34;"Audi";"Black";"Sixt Import Rates";"IN";"78.89";"0.00"
"56677";"RES-399605";"SM503-9579";491189;1;"Travel Corporate Agencies";"Greece";"61";"38.74";"2019";"26/9/2022";10;"23/9/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"50545";"503";"MDMR";"MDMR";"0.00";"0.00";"31.24";"Retail-Call center-Call center";"Retail";0;"Fiat";"White";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"55225";"RES-389370";"SM712-18964";479156;10;"Sixt";"Switzerland";"45";"0.00";"2019";"10/9/2022";10;"30/8/2022";23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"60580";"712";"EDAR";"MDAR";"0.00";"0.00";"313.22";"Retail Brokers Sixt";"Retail";0;"Peugeot";"Blue";"Sixt Import Rates";"IN";"110.98";"79.81"
"19607";"RES-348835";"SM112-3326";434862;2;"Sixt";"Germany";"40";"390.65";"2019";"10/6/2022";13;"1/6/2022";16;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"62270";"112";"MDMR";"MDMR";"0.00";"0.00";"315.04";"Corporate-Sixt-Sixt";"Corporate";0;"Renault";"Grey";"Sixt Import Rates";"IN";"0.00";"0.00"
"27598";"RES-359500";"SM002-77230";446115;7;"Sixt";"United Kingdom";"57";"527.62";"2019";"26/6/2022";16;"24/6/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"32512";"2";"CXMR";"CDMR";"0.00";"0.00";"183.70";"Retail-Sixt-Sixt";"Retail";0;"BMW";"White";"Sixt Import Rates";"IN";"176.29";"0.00"
"1991";"RES-395907";"SM503-9346";91404;2;"Travel Corporate Agencies";"Greece";"44";"123.76";"2022";"21/9/2022";10;"14/9/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"4122";"503";"CDAR";"CDAR";"0.00";"0.00";"99.81";"Retail-Call center-Call center";"Retail";8;"Fiat";"White";"Economy Travel Market rates ";"IN";"0.00";"0.00"
"14227";"RES-341527";"NULL";427851;9;"Sixt";"Blank";"NULL";"0.00";"NULL";"7/6/2022";12;"24/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"EDMR";"EDMR";"0.00";"0.00";"322.41";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"32393";"RES-363976";"NULL";450846;7;"Sixt";"Blank";"NULL";"0.00";"NULL";"11/7/2022";13;"4/7/2022";19;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"712";"MDMR";"MDMR";"66.99";"0.00";"382.93";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"29768";"RES-363338";"SM302-38032";450171;16;"Sixt";"Canada";"41";"0.00";"2019";"7/8/2022";11;"3/7/2022";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"58292";"302";"CXAR";"CXAR";"0.00";"0.00";"2079.37";"Retail Brokers Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"455.64";"0.00"
"39516";"RES-373232";"SM609-13615";460936;17;"Sixt";"Russia";"34";"0.00";"2019";"28/7/2022";11;"24/7/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"57369";"609";"EDMR";"EDMR";"0.00";"0.00";"471.16";"Retail-Sixt-Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"178.29";"0.00"
"61253";"RES-402424";"SM712-19598";494424;3;"Sixt";"Canada";"66";"0.00";"2019";"30/9/2022";12;"29/9/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"48263";"712";"JFAR";"MTMR";"0.00";"0.00";"235.73";"Retail-Sixt-Sixt";"Retail";0;"MINI";"Black";"Sixt Import Rates";"IN";"0.00";"75.83"
"66189";"NULL";"SM701-18974";453203;2;"Walk in";"France";"29";"0.00";"2019";"8/7/2022";21;"8/7/2022";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"51712";"701";"MDAR";"MDAR";"0.00";"0.00";"0.00";"Retail-Station-Station";"Retail";0;"Citroen";"White";"Walk In Rates";"IN";"NULL";"NULL"
"59910";"RES-391027";"SM302-39819";480937;3;"Sixt";"Austria";"62";"0.00";"2018";"6/9/2022";8;"3/9/2022";7;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"51205";"302";"MDMR";"MDMR";"28.71";"0.00";"141.79";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"58111";"RES-399074";"SM002-85356";490560;6;"Online Broker";"Israel";"70";"194.21";"2017";"26/9/2022";8;"22/9/2022";9;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"95444";"2";"CXMR";"CCMR";"29.04";"0.00";"159.45";"Retail Brokers Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"0.00";"21.77"
"52477";"RES-394181";"SM503-9320";484730;7;"Online Broker";"Germany";"24";"150.93";"2022";"20/9/2022";17;"10/9/2022";12;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"13658";"503";"MDMR";"MDMR";"0.00";"0.00";"121.72";"Retail Brokers Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"18736";"RES-351559";"NULL";437594;20;"Sixt";"Greece";"NULL";"0.00";"NULL";"19/6/2022";12;"7/6/2022";9;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;"NULL";"3";"MDAR";"MDAR";"104.80";"0.00";"1046.78";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"46392";"RES-379294";"SM503-8380";467878;6;"Sixt";"Romania";"37";"0.00";"2019";"29/8/2022";16;"8/8/2022";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"50090";"503";"MDMR";"MDMR";"21.30";"0.00";"243.71";"Retail-Sixt-Sixt";"Retail";0;"Fiat";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"25832";"RES-375056";"SM812-6582";438306;3;"Sixt";"Italy";"40";"243.59";"2019";"12/8/2022";18;"28/7/2022";16;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;"38700";"812";"EDMR";"EDMR";"0.00";"0.00";"208.20";"Corporate-Sixt-Sixt";"Corporate";3;"Nissan";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"31482";"RES-342684";"SM003-31677";428848;8;"Sixt";"United States of America";"33";"0.00";"2019";"11/6/2022";12;"24/5/2022";12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"21446";"3";"CCAR";"CCMR";"0.00";"29.04";"182.80";"Retail Brokers Sixt";"Retail";0;"Renault";"Blue";"Sixt Import Rates";"IN";"0.00";"79.62"
"61539";"RES-393472";"NULL";483887;7;"Sixt";"Poland";"NULL";"0.00";"NULL";"26/9/2022";14;"8/9/2022";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NULL";"503";"SFAR";"SFAR";"0.00";"0.00";"308.07";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"1298";"RES-354369";"SM002-75892";135679;4;"NULL";"Israel";"63";"187.48";"2021";"14/6/2022";10;"13/6/2022";14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"34225";"2";"CXAR";"CXAR";"0.00";"0.00";"151.19";"Retail Brokers Sixt";"Retail";1;"Mercedes -Benz";"Black";"Sixt Import Rates";"IN";"0.00";"0.00"
"57326";"RES-391755";"SM112-3940";481906;7;"NULL";"Austria";"50";"271.04";"2017";"9/9/2022";10;"4/9/2022";20;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"66236";"112";"MDMR";"MDMR";"0.00";"0.00";"218.58";"Retail Brokers Sixt";"Retail";0;"Hyundai";"Blue";"Sixt Import Rates";"IN";"0.00";"0.00"
"67266";"NULL";"SM3MO-1571";89268;30;"Corporate";"Greece";"67";"0.00";"2017";"10/8/2022";8;"19/9/2021";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"118000";"003-MO";"CCMR";"CCMR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";1847;"Renault";"White";"Corporate 1";"IN";"NULL";"NULL"
"10553";"RES-328567";"SM3MO-1711";411859;13;"Walk in";"Greece";"38";"0.00";"2022";"9/9/2022";18;"7/4/2022";22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"10787";"003-MO";"CFAR";"CFAR";"0.00";"0.00";"0.00";"Retail-Sixt-Sixt";"Retail";2;"Opel";"White";"COMPLIMENTARY RATES";"IN";"0.00";"0.00"
"36447";"RES-371603";"NULL";459046;5;"Sixt";"Israel";"26";"0.00";"NULL";"15/9/2022";12;"20/7/2022";9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"503";"EDMR";"EDMR";"22.10";"0.00";"311.30";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"34147";"RES-380103";"SM712-18219";458697;2;"Sixt";"Greece";"30";"0.00";"2022";"13/8/2022";8;"10/8/2022";13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"103";"712";"CDMR";"EDMR";"0.00";"0.00";"115.59";"Retail Brokers Sixt";"Retail";0;"Fiat";"Grey";"Sixt Import Rates";"IN";"37.74";"0.00"
"37410";"RES-368068";"NULL";455171;10;"Sixt";"Blank";"NULL";"0.00";"NULL";"2/8/2022";18;"12/7/2022";11;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"312";"CDMR";"CDMR";"111.70";"0.00";"1109.33";"Retail-Sixt-Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"31484";"RES-342698";"SM003-31738";428859;7;"Sixt";"Singapore";"49";"0.00";"2019";"13/6/2022";10;"24/5/2022";12;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"28674";"3";"CCAR";"CCAR";"66.99";"0.00";"445.56";"Retail-Sixt-Sixt";"Retail";0;"Mazda";"Red";"Sixt Import Rates";"IN";"0.00";"0.00"
"6788";"RES-392110";"SM312-20285";370986;3;"Sixt";"Hungary";"70";"0.00";"2022";"26/9/2022";11;"5/9/2022";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"4451";"312";"CXMR";"CXMR";"0.00";"0.00";"217.58";"Retail-Sixt-Sixt";"Retail";0;"Audi";"Grey";"Sixt Import Rates";"IN";"95.40";"0.00"
"4104";"RES-361450";"SM3MO-1542";326656;30;"Corporate";"Greece";"53";"0.00";"2022";"31/7/2022";13;"28/6/2022";23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"6000";"003-MO";"IFAR";"IFAR";"0.00";"0.00";"0.00";"Corporate-Sixt-Sixt";"Corporate";2;"Fiat";"White";"Corporate rates 3 seasons";"IN";"0.00";"0.00"
"45414";"RES-376375";"SM701-19909";464492;10;"Sixt";"United Kingdom";"47";"0.00";"2021";"2/8/2022";13;"1/8/2022";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"6587";"701";"EXMR";"EXMR";"0.00";"0.00";"911.47";"Retail-Sixt-Sixt";"Retail";0;"Audi";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"30766";"RES-358197";"NULL";444735;7;"Online Broker";"Blank";"NULL";"542.46";"NULL";"7/7/2022";12;"21/6/2022";18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"2";"CCMR";"CCMR";"0.00";"0.00";"719.97";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"23630";"RES-346842";"NULL";432879;2;"Sixt";"United Kingdom";"NULL";"0.00";"NULL";"7/8/2022";12;"29/5/2022";11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"NULL";"3";"MDMR";"MDMR";"0.00";"0.00";"218.37";"Retail Brokers Sixt";"Retail";0;"NULL";"NULL";"Sixt Import Rates";"CNC";"0.00";"0.00"
"47048";"RES-382617";"SM503-8727";471632;7;"Online Broker";"Israel";"66";"501.37";"2022";"7/9/2022";9;"15/8/2022";21;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"14";"503";"CDAR";"CDAR";"39.55";"0.00";"419.15";"Retail Brokers Sixt";"Retail";0;"Skoda";"White";"Sixt Import Rates";"IN";"98.10";"25.40"
"52866";"RES-387337";"SM812-6875";476835;7;"Sixt";"Germany";"36";"0.00";"2019";"1/9/2022";10;"26/8/2022";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"71940";"812";"MDMR";"MDMR";"66.99";"0.00";"236.91";"Retail-Sixt-Sixt";"Retail";0;"Peugeot";"White";"Sixt Import Rates";"IN";"0.00";"0.00"
"34514";"RES-390963";"SM002-83171";456749;2;"Sixt";"Greece";"55";"0.00";"2021";"3/9/2022";9;"2/9/2022";22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"11555";"2";"MDAE";"MDAE";"0.00";"0.00";"69.48";"Retail Brokers Sixt";"Retail";1;"Fiat";"Black";"Sixt Import Rates";"IN";"0.00";"11.95"
